"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"
"sp|P03905|NU4M_HUMAN"	"HUMAN"	129192.56	268601.72	289941.9	309304.2	337518.5	273953.62	313105.62	121143.625	278958.12	254756.19	330336.06	335014	270599.9	299983.3
"sp|P03915|NU5M_HUMAN"	"HUMAN"	593831.44	604653.3	647595.6	606083.94	670269.44	640188.44	676654.2	651950.2	721233.5	683628.5	777655.6	797723.7	727654.7	748250.9
"sp|P03928|ATP8_HUMAN"	"HUMAN"	1012855.1	1079377.2	1045883.3	1014452.1	1032817	1067905.4	1103055.4	1120751.4	1033613.1	1005203.7	1138637.1	1150873.1	985230.75	1090528.2
"sp|P04004|VTNC_HUMAN"	"HUMAN"	199520.92	148583.9	598121.25	162533.77	193451.95	77315.055	182032.88	405158.47	546135.2	551145.75	298126.34	143881.3	370746.38	265499.12
"sp|P04040|CATA_HUMAN"	"HUMAN"	14789499	16920402	16469731	14622899	16326766	15805069	16037416	17147620	17284084	16493786	16958374	16584131	16176902	17665292
"sp|P04049|RAF1_HUMAN"	"HUMAN"	396200.25	503874.84	391098.6	596791.1	531166.6	697815.1	578744.5	352289.66	512004.72	860382.2	509814.03	9736376	456897.7	739637.7
"sp|P04066|FUCO_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P04075|ALDOA_HUMAN"	"HUMAN"	178316580	185011490	186477250	183511800	184929020	182931950	179629650	198493070	197266370	193355330	178508220	173928160	199091950	173085730
"sp|P04080|CYTB_HUMAN"	"HUMAN"	9968576	10272158	10215843	10303643	10230421	10047945	10249097	10978662	10874369	10974709	10541032	10782550	10130433	10396494
"sp|P04083|ANXA1_HUMAN"	"HUMAN"	64667224	53505890	55212610	63514284	68302550	60382664	63986100	58296548	68540010	51486200	52093860	58913850	66250964	56378910
"sp|P04150|GCR_HUMAN"	"HUMAN"	156555.84	70139.84	128286.92	109645.945	110741.97	165950.4	112742.016	601388.25	569195.4	622032.25	165273.47	177102.12	180786.62	334296.84
"sp|P04156|PRIO_HUMAN"	"HUMAN"	31659.645	0	110371.195	211020.22	154505.73	195907.22	128204.8	73899.79	80247.95	71924.914	0	0	62729.29	191057.16
"sp|P04179|SODM_HUMAN"	"HUMAN"	234598	252526.06	216016.84	312430.3	279078.84	216134.17	228253.4	394372.25	396223.94	396808.8	291389.03	280884.38	275226.72	260605.48
"sp|P04181|OAT_HUMAN"	"HUMAN"	12404112	14175948	12275010	12325790	12502615	12626762	11468438	14016741	14747422	13209990	11895287	11374000	13633002	11801708
"sp|P04183|KITH_HUMAN"	"HUMAN"	5333581.5	5692661	5839910	5364154	5232111	5530452.5	4823462	5719119	5918918.5	4600179.5	4982627	4569851	5817865.5	4627843.5
"sp|P04350|TBB4A_HUMAN"	"HUMAN"	0	128171.766	0	0	0	0	0	0	42022.42	0	0	50085.047	0	0
"sp|P04406|G3P_HUMAN"	"HUMAN"	143175540	162957980	166689020	168089550	165512420	156012200	143658060	180536420	176908690	168762080	166958180	145523090	159774610	153047250
"sp|P04424|ARLY_HUMAN"	"HUMAN"	2448226.5	2372259.8	2615825.5	2593856.8	2599391	2245680.2	2876008.5	2068884	2034590.1	2483245.8	1885015.8	2436115	2203724.8	2416265
"sp|P04632|CPNS1_HUMAN"	"HUMAN"	6748456	6791224.5	6503609	6362365.5	6338162	6221378	5915981	6731604.5	6917577	6213579.5	5872084.5	6249154.5	6430658.5	5868009
"sp|P04792|HSPB1_HUMAN"	"HUMAN"	12437156	12810943	13525570	12261870	13377401	13255931	13458850	14934816	14251901	15004568	14004145	13941302	13060676	13429973
"sp|P04818|TYSY_HUMAN"	"HUMAN"	7121848.5	7050774.5	6733197	6751411	6834419.5	6629047	6871599.5	6679580.5	6512919.5	6981497	7379850	5897383.5	6684224	6132716
"sp|P04843|RPN1_HUMAN"	"HUMAN"	1770108.8	2468657.5	1305349.2	2349090.8	2043146.4	2373795.2	2223171.8	2092352.1	2245545.5	2097715.5	1829191.4	1663539.8	1961899.9	1927472.1
"sp|P04844|RPN2_HUMAN"	"HUMAN"	680294.5	743674.9	680201.5	708416.06	775083.3	703234.9	796828.6	561150.7	533379.75	690538.94	784922.25	679479.8	526943.44	656404.9
"sp|P04899|GNAI2_HUMAN"	"HUMAN"	681453.9	610668.06	579653.5	582405.7	576630.94	649315.9	590311.7	475139.06	505134.44	626495.25	707559.75	387263.9	559974.4	546079.25
"sp|P04920|B3A2_HUMAN"	"HUMAN"	144723.88	30996.97	44237.875	102524.734	62460.61	101589.54	84297.66	145360.16	156032.75	143920.11	119967.53	117475.336	78155.31	121808.09
"sp|P04921|GLPC_HUMAN"	"HUMAN"	218071.47	191811.48	187220.31	162993.56	213022.88	169186.08	175451.6	239119.55	216034.67	237795.58	199522.3	201689.73	213529.4	224599.55
"sp|P05023|AT1A1_HUMAN"	"HUMAN"	6882886	8037774.5	7157395	7783631.5	7181659	7925581	7247611.5	9648057	9449304	9001145	8159740	7579873	8681962	8028942.5
"sp|P05091|ALDH2_HUMAN"	"HUMAN"	2096133.4	1976497.1	2089612.5	1837514.8	1926827.5	2010213.9	1906400.6	1942862	2138827	2225926.8	2067016.1	2007171.9	2000622.8	2150512.8
"sp|P05114|HMGN1_HUMAN"	"HUMAN"	1051859.9	1531943.9	1024765.56	978996	1175295.9	2182184.5	931971.7	2682315.5	2262553.8	1190269.9	2495951	1488242.2	2742074	1475128.4
"sp|P05141|ADT2_HUMAN"	"HUMAN"	2589271.2	2372199.8	2659380	2467108.5	2459638.5	2466737.8	2603325.2	3436536.8	3326065.5	3192267.2	2710409.8	2746966	2883100.2	2977923.2
"sp|P05161|ISG15_HUMAN"	"HUMAN"	1077109.9	1117910	1112578.5	1089653.5	1202516	1147179.2	1120739.8	1155739.8	1176510.2	1119668	1111984.2	1130113	1182891.1	931165
"sp|P05165|PCCA_HUMAN"	"HUMAN"	660753.25	521240.28	651961.3	452055.88	492464.3	653309.9	785442.25	224105.66	124319.93	570635.25	509671.12	486956.75	106172.09	518341.44
"sp|P05166|PCCB_HUMAN"	"HUMAN"	199958.83	214079.1	268116.1	214648.56	176875.97	215365	204120	188177.31	225790.33	215012.52	214956.81	178337.88	192702.1	180701.3
"sp|P05198|IF2A_HUMAN"	"HUMAN"	9925374	11372979	10646651	11158068	11118928	11358635	11065511	11130207	12694671	12012670	11779478	11140558	11898319	12385988
"sp|P05204|HMGN2_HUMAN"	"HUMAN"	0	0	0	4559.829	0	0	12279.515	10485.47	5623.511	0	0	0	8879.048	0
"sp|P05362|ICAM1_HUMAN"	"HUMAN"	15028.071	9761.901	15808.92	18267.488	14560.478	14085.693	13743.966	18934.814	117783.95	127184.08	15328.228	17373.322	12424.489	15165.574
"sp|P05386|RLA1_HUMAN"	"HUMAN"	12356429	16420327	19467802	10309978	13715548	11893462	14247616	18101724	15793965	18493534	19285110	14528385	12606960	17293242
"sp|P05387|RLA2_HUMAN"	"HUMAN"	29063728	24661794	25895214	26495584	24993452	26064172	25076136	29186896	27046748	27440600	25670190	27661966	27370246	29313010
"sp|P05388|RLA0_HUMAN"	"HUMAN"	23412430	21381078	21589616	20336286	20059714	20873078	23635538	23601346	25543478	22994212	21330882	20825160	20369190	21530704
"sp|P05423|RPC4_HUMAN"	"HUMAN"	1427495.5	1462464.8	1369862.2	1407117.5	1308716.9	1368632.6	1438373.1	1986696	2775860	2261730.5	2013324.2	1728152.5	2128477.5	2389453.5
"sp|P05455|LA_HUMAN"	"HUMAN"	37791680	38544420	39346292	35975132	38287748	37470210	38982010	40407064	41870004	42212610	39674740	40854450	39269730	39985560
"sp|P05546|HEP2_HUMAN"	"HUMAN"	88749.17	103408.79	87533.484	100279.266	91064.99	103518.33	81513.1	101697.26	92232.2	117779.21	138445.78	95905.375	104218.875	87533.984
"sp|P05556|ITB1_HUMAN"	"HUMAN"	714602.25	751406	633237.1	653021.3	675389.1	670066	603855.25	826185.3	1055851	876767.7	982016.44	837427.94	775221.2	958126.6
"sp|P05771|KPCB_HUMAN"	"HUMAN"	7174932.5	7231223.5	7610420	7717994.5	7449234.5	7465137.5	7422239	7838582.5	8464375	7915293	7526980.5	8060612	7385452.5	7847800
"sp|P05783|K1C18_HUMAN"	"HUMAN"	7285407	7772135.5	7360415	6725501.5	6821918	7270495.5	6308122.5	9004870	9242158	8718447	7321448	7186832.5	8125369	7907644.5
"sp|P05787|K2C8_HUMAN"	"HUMAN"	10166773	10864658	9680261	9943045	9851991	9876949	9366337	11591640	11116705	10424705	9327773	9642956	10516090	9692364
"sp|P05937|CALB1_HUMAN"	"HUMAN"	472635.47	478701.25	512866.9	480560.03	364880.9	534232.4	459006.78	1087994.8	549145.9	937294.3	793947	896188.2	443932.5	457610.1
"sp|P06132|DCUP_HUMAN"	"HUMAN"	10233752	9706016	10260776	10570034	9872698	10239069	9876616	10883610	10635459	10778535	9968628	10052222	10579893	9875871
"sp|P06280|AGAL_HUMAN"	"HUMAN"	301592.84	457553.22	314558	476563.12	226158.25	280396.75	305769.1	325858.7	241999.67	383677.3	293528.4	378232.7	288413.9	458657.8
"sp|P06396|GELS_HUMAN"	"HUMAN"	2006219.6	2140201.5	2300428	2062753.2	2237129.5	2139354	2200400.8	2086853.1	2804480.8	2571157	2457979.2	2292876.2	2419254.5	2557627.5
"sp|P06400|RB_HUMAN"	"HUMAN"	257316.88	233258.95	270381.28	386974.06	334956.56	353983.1	94356.266	296273	227544.67	272468.2	298872.22	321710.72	228101.08	357751.25
"sp|P06454|PTMA_HUMAN"	"HUMAN"	14751568	14996983	15044070	15426202	15379395	13232888	15425938	11895091	12133360	13657790	12526350	13360301	11693359	13538462
"sp|P06493|CDK1_HUMAN"	"HUMAN"	12034250	12654583	12467025	12473230	11801127	12272753	11985669	13932770	13393446	13532920	12673751	12527814	13051645	13160805
"sp|P06576|ATPB_HUMAN"	"HUMAN"	54632524	54410950	55807856	54251260	52841852	53182644	52844396	57000092	57286384	56661720	54092784	53034556	54557800	52247452
"sp|P06703|S10A6_HUMAN"	"HUMAN"	175445.7	120517.28	102572.89	242564.61	225672.84	251378.22	200342.17	187235.08	179907.72	129078.2	185180.31	131076.84	184799.7	167481.88
"sp|P06730|IF4E_HUMAN"	"HUMAN"	5113226.5	5678560	5176197	5532867.5	5429083.5	5259611	5021344.5	6767512.5	6423107.5	5939913	5739640.5	5346457	5910247	5875777
"sp|P06732|KCRM_HUMAN"	"HUMAN"	54907.41	79797.555	68533.76	88291.51	141928.02	82401.31	142673.4	92005.33	135372.16	87814.586	104025.164	104773.56	101904.03	148337.77
"sp|P06733|ENOA_HUMAN"	"HUMAN"	167824370	165423860	172021490	159536700	151773330	164314140	155372210	194837340	200383230	196910750	173443330	161931150	172519680	176128020
"sp|P06737|PYGL_HUMAN"	"HUMAN"	273488.34	491132.06	324454.56	438188.53	405044.72	236576.38	531607.44	571518.3	414410.06	366380.84	426816.06	331399.66	519266.78	455709.1
"sp|P06744|G6PI_HUMAN"	"HUMAN"	43101904	43408092	41076064	42316830	40585280	42637544	40290404	49248080	45388030	45701956	42624204	38924976	45260748	41544136
"sp|P06746|DPOLB_HUMAN"	"HUMAN"	666838.2	736619.06	610824	611058.2	614518.5	644911.25	645982.56	735662.7	557190.2	499050	345366.8	314007.34	552215.4	539641.75
"sp|P06748|NPM_HUMAN"	"HUMAN"	137663220	144430740	160393230	124586880	147102640	140276590	149718860	145517100	155822480	158450500	142436590	152005800	146942000	145822690
"sp|P06753|TPM3_HUMAN"	"HUMAN"	1266709.4	1692511.2	1283793.6	1242063.2	1336600.8	1227974.9	1041469.75	1717120.6	1765445	1455173	1173619.2	1181177.8	1727254.6	1253985
"sp|P06756|ITAV_HUMAN"	"HUMAN"	26031.186	22786.4	162282.72	98395.49	100199.04	156105.69	141483.06	22961.283	190309.03	205266.75	112794.984	78078.45	107455.87	110855.75
"sp|P06865|HEXA_HUMAN"	"HUMAN"	450025.75	947844	423463.66	435209.25	471676.38	499334.2	453121.6	555524.6	635729.25	524384.75	487667.8	569666	485607	508006.25
"sp|P07099|HYEP_HUMAN"	"HUMAN"	94302.41	66966.58	65209.68	90280	32036.385	87283.11	30264.002	152868.88	27065.158	27896.01	63394.055	82893.55	28418.191	29791.994
"sp|P07108|ACBP_HUMAN"	"HUMAN"	2986439	2743693.8	2614114.2	3094076	2995868.5	2743028.8	2611059.2	2996518.2	3347704.5	2887071	2932717	2763759.2	2871734.5	3040192.8
"sp|P07195|LDHB_HUMAN"	"HUMAN"	22113826	26438294	24810624	25178760	24536584	22840366	24340604	25860598	27280490	24519198	24793136	24169300	22515472	24148504
"sp|P07199|CENPB_HUMAN"	"HUMAN"	294159	156328.66	222214.67	405273.5	625608.75	213554.38	216918.42	490877	199417.16	325443.12	162472.19	180572.84	316401.8	216918.92
"sp|P07237|PDIA1_HUMAN"	"HUMAN"	16677413	15320741	16430035	16399080	15951673	15894330	16337978	18580844	17433576	17500972	16674401	17745980	17696266	16666880
"sp|P07311|ACYP1_HUMAN"	"HUMAN"	500022.9	415634.1	400363.38	490003.47	428934.2	508936.06	449775.5	696289.25	812828.75	698791.44	644052.7	602195.7	688332.9	633895.9
"sp|P07339|CATD_HUMAN"	"HUMAN"	3066367.5	2926974	3036620.8	2821060.5	2794336.2	2827037	2959635.2	3624260.2	3780398	3499547.5	3378997.8	3267010.8	3525860.2	3259805
"sp|P07355|ANXA2_HUMAN"	"HUMAN"	28790668	31398476	31302802	30754260	32126890	31233316	33072980	31257328	30551556	31160510	27184450	27118518	28507764	29196012
"sp|P07358|CO8B_HUMAN"	"HUMAN"	102122.9	95845.26	87689.56	96230.195	102674.7	98665.74	106549.88	91267.72	110344.555	103875.42	118827.81	104807.02	112731.45	105549.25
"sp|P07384|CAN1_HUMAN"	"HUMAN"	9575914	8649075	9433676	9202017	9073965	9483006	8887958	9201355	9390887	9064178	9370547	8748001	9104940	9315699
"sp|P07437|TBB5_HUMAN"	"HUMAN"	258357390	248277490	253603420	247958370	241968270	242689540	243391230	278850020	265907900	264028910	247729570	257944660	245715600	248894450
"sp|P07602|SAP_HUMAN"	"HUMAN"	997881.44	1178526	1007846.4	1153165.4	1008882.6	1002627.25	749673.2	1412303.9	1388455.5	1217506.8	994453.2	833709	1306781	1005166.2
"sp|P07686|HEXB_HUMAN"	"HUMAN"	2542877.5	2457089.2	1294012.8	1699711.5	2131498.5	2633453.5	1114219.8	1860219.6	1205606.4	2050995.6	1334284.2	1249843.6	1644905.5	954475.75
"sp|P07711|CATL1_HUMAN"	"HUMAN"	0	118711.195	153422.94	110923.586	141275.39	0	0	56052.652	1723976.4	2094555.8	104494.87	0	1495947.5	0
"sp|P07737|PROF1_HUMAN"	"HUMAN"	19701994	19505678	14386424	20424072	16851630	18216354	13637123	22927442	16445166	15308370	15032628	13716112	18605858	15338306
"sp|P07738|PMGE_HUMAN"	"HUMAN"	243595.44	310012.6	215809.03	326751.72	155556.1	231557.6	422200.8	87485.65	87784.305	812675.8	925376.1	267932.78	119815.78	628794.56
"sp|P07741|APT_HUMAN"	"HUMAN"	6341515.5	6078040	6039249	6146356	5870293.5	5886545	5788924.5	6724017.5	6007486	6005082	5455264.5	5903326	5605662	5918843.5
"sp|P07814|SYEP_HUMAN"	"HUMAN"	40232324	42656708	43285156	42535964	41016580	42445870	40753570	46191440	46695096	45714504	42107190	41615572	44585028	41518404
"sp|P07858|CATB_HUMAN"	"HUMAN"	1828876	1783784.5	1716956.8	1698026.2	1831800.8	1746258.6	1698261	1695910.2	1768314.6	1885537	1847210.6	1734774.5	1796903.4	1769380.4
"sp|P07900|HS90A_HUMAN"	"HUMAN"	139701260	141539220	138479980	140698290	137558020	137547710	139860080	148903490	151509040	144523600	141973900	142414000	143657420	144097870
"sp|P07910|HNRPC_HUMAN"	"HUMAN"	13811698	14431731	14082348	15362425	14850887	17203486	14849417	14958945	16508257	15381328	15132690	14316693	16238726	14537376
"sp|P07919|QCR6_HUMAN"	"HUMAN"	5732379.5	5588670	5632348	5762190.5	5939531	5820499	5657345.5	5500906.5	5501792.5	5388579.5	5621046	5468578	5616724.5	5196061.5
"sp|P07947|YES_HUMAN"	"HUMAN"	1346018.6	1353903.4	929163.6	1228337.1	934653.5	812911.25	793401.8	1276313.6	776325.4	1389778	999224.1	1053648.6	1210563.4	1051377.9
"sp|P07948|LYN_HUMAN"	"HUMAN"	206774.5	449062.06	350634.7	264087.2	681209.06	395362.25	419934.78	601667.7	578634.44	645541.9	547271.25	563755.7	594638.2	510669.3
"sp|P07954|FUMH_HUMAN"	"HUMAN"	16878902	17328342	18250352	18292736	17559110	18901480	17222420	19394344	20219722	20393520	18435482	18927254	19017624	19141572
"sp|P07992|ERCC1_HUMAN"	"HUMAN"	207458.31	184962.39	210163.62	138109.5	132151.97	183517	138658.05	101333.07	94851.67	62183.605	193635.73	127096.664	108321.7	146786.5
"sp|P07996|TSP1_HUMAN"	"HUMAN"	455550.53	652873.5	654200.06	454740.25	363529.9	743349.4	715985.6	828564.1	462228.8	533169.56	931127.2	653090	629853.25	642779.2
"sp|P08047|SP1_HUMAN"	"HUMAN"	726393.7	962925.25	996888.94	736552.4	994780.1	846644.75	761974	671714.5	976399.4	990938.6	679288.1	976137.94	758009	735419.7
"sp|P08133|ANXA6_HUMAN"	"HUMAN"	256209.48	308268.16	247404.1	308929.84	211032.62	325768.8	390444.2	241248.53	252896.31	347185.66	397012.12	418018.2	262622.8	290845.78
"sp|P08134|RHOC_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P08174|DAF_HUMAN"	"HUMAN"	299904.3	427477.72	347271.4	239892.48	0	324724.84	425159.6	293518.88	0	492213.34	0	0	0	357812.53
"sp|P08195|4F2_HUMAN"	"HUMAN"	5007856	4890199	4743470.5	4763603.5	4791339	4925082.5	4527431.5	5022129.5	5124256	4807299	4884282	4719947	4926557	4892269.5
"sp|P08237|PFKAM_HUMAN"	"HUMAN"	709466.2	918147	914216	725179.44	933820.7	601446.9	641540.75	1235142.1	1011851.1	890539.06	708934.9	758540.25	648461.1	677420.56
"sp|P08238|HS90B_HUMAN"	"HUMAN"	295773150	283546500	294552220	285266940	294012900	302303140	290400200	319611680	308826240	312992670	306612160	302927300	305253800	312531500
"sp|P08240|SRPRA_HUMAN"	"HUMAN"	751948.3	565212.9	634640.94	708507.1	597994.4	827355.44	520333.06	894451.2	742209.2	743333.6	774303.9	704301	814459.44	793566.06
"sp|P08243|ASNS_HUMAN"	"HUMAN"	17419108	16453222	16049078	17034198	15479522	16887146	16528709	19127974	18050320	18257040	16532756	17458850	16657754	16582967
"sp|P08397|HEM3_HUMAN"	"HUMAN"	13289181	12606773	12412639	14634219	12185110	13003400	11004761	15305284	12897697	13626988	12925735	11955579	13505742	12426939
"sp|P08559|ODPA_HUMAN"	"HUMAN"	3164522.8	2128780	2475268	3315467.5	2620648.5	2215993.5	2470033.5	3137240.8	3442847.5	3040858.5	2786518.5	3480475.2	3004631.5	3716069
"sp|P08574|CY1_HUMAN"	"HUMAN"	4157821.2	3876362.8	4042471.5	3965019.8	4097369.5	4175124.5	4057982.8	4356077.5	4144168.5	4488519	4227623.5	4365531.5	4000292.5	4261649
"sp|P08575|PTPRC_HUMAN"	"HUMAN"	3515418.2	3538707.2	4186044.2	3380910.8	3190466.8	3476813	3682057.5	3553492.2	4155318.5	3619041.8	3592871	3314719.8	3391547	3539320
"sp|P08579|RU2B_HUMAN"	"HUMAN"	1596917.2	1668899.4	1513570.4	1565348.6	1659651.9	1647883.1	1533009.2	1850061	1792304.6	1692088.5	1576250.2	1655096.9	1816947.1	1653258
"sp|P08621|RU17_HUMAN"	"HUMAN"	9501724	10106730	10064924	9652055	9426761	9476961	8951265	10577677	10370835	10114591	10162305	9467192	10269814	10175110
"sp|P08648|ITA5_HUMAN"	"HUMAN"	795364.2	845477.8	692393.56	1046048.06	1111313.8	901119.25	1033850.3	1016788.4	859286.4	1076506.4	972692.1	1059902.5	880359.75	1049944.1
"sp|P08651|NFIC_HUMAN"	"HUMAN"	311076.12	266305.84	314208	340020.56	341905.62	263615.12	290053.6	420303.12	416878.2	406407.94	303384.56	414165.75	283623.56	341759.2
"sp|P08670|VIME_HUMAN"	"HUMAN"	31386886	33369714	32251140	32951370	30213088	34397100	31326064	35941610	36995296	35296170	33104164	32702108	35767390	33961204
"sp|P08697|A2AP_HUMAN"	"HUMAN"	0	69151.17	78128.84	0	72191.984	0	47079.65	68431.28	0	0	0	64368.586	50643.13	52868.555
"sp|P08708|RS17_HUMAN"	"HUMAN"	17921890	17841296	17211982	15282976	15220215	16689121	15323121	19521952	20024126	19157594	16298956	17532862	17017246	16546273
"sp|P08727|K1C19_HUMAN"	"HUMAN"	4640152	4729903	5069166.5	4751535	4922900	4892581	4964635.5	4846040	5168653.5	5216642.5	5114759.5	5220182	4926597	5209617.5
"sp|P08754|GNAI3_HUMAN"	"HUMAN"	2216251.8	2225423.5	2152011	2258980	2232795.2	2150136.5	2138497.8	2560748.2	2582868.8	2331748	2187515.5	2284390.2	2212153.2	2293458.8
"sp|P08758|ANXA5_HUMAN"	"HUMAN"	4354243	4365112.5	4884955	4824698.5	4278822	4535548.5	4496922.5	4308221	4781658.5	5005225.5	4180857.2	3866988	4610957.5	3904232.2
"sp|P08865|RSSA_HUMAN"	"HUMAN"	19607694	20474852	18815326	20059528	19989224	20469566	18335036	26717986	25797042	25843060	22716210	23389596	22471384	23325232
"sp|P08962|CD63_HUMAN"	"HUMAN"	60855.734	86912.055	0	75550.39	0	61308.137	0	144485.48	111842.89	71491.914	0	41246.594	81717.43	56621.523
"sp|P09001|RM03_HUMAN"	"HUMAN"	984519.94	897119.6	917027	896338.3	844493.1	1015400	830932.9	1148761.4	1080574	1133464.2	1012130.5	1034284	949531.75	972859.94
"sp|P09012|SNRPA_HUMAN"	"HUMAN"	5558874.5	6251161.5	16223195	6293225	5866900	6201303	5493390.5	6633591.5	6275815.5	6815200.5	6392508	7198700.5	6317387	6485724
"sp|P09104|ENOG_HUMAN"	"HUMAN"	1047210.2	1070916.5	1183236.4	783072.5	1033809.9	960825	1065850.1	1131296.8	1503277.1	1443598.8	1345204.6	1122256.1	1043130.8	1377980.1
"sp|P09105|HBAT_HUMAN"	"HUMAN"	872337.3	973166.5	1319965.2	1118414.8	1227978.8	1112437.4	1207050.4	1400015.9	1312848.1	1424396.4	1193013.6	1083806.6	1336749.9	1068073.9
"sp|P09110|THIK_HUMAN"	"HUMAN"	1994217.9	1513337.9	1958734.2	1540001.1	1470564.9	1470028.2	1629705.4	1881079.2	1414608.2	1524247.9	2688400.8	2046709.8	1269845.9	2343009.5
"sp|P09132|SRP19_HUMAN"	"HUMAN"	352816.5	391271.06	329821.22	402975.3	159994.17	382414.9	353836.8	410241.66	280332.2	304848.6	295924.47	366755.22	403375.47	314975.88
"sp|P09211|GSTP1_HUMAN"	"HUMAN"	37324664	36204950	40293916	33814070	35761000	35455228	37672332	43910556	44071036	46105704	37432640	37743776	39027676	38396180
"sp|P09234|RU1C_HUMAN"	"HUMAN"	4018586	4089192.8	3992666.2	4165091.2	3878974	4052472	3551070	4110539.8	3934467	3888989.8	3897328	3941946.5	3783088.5	3622673.5
"sp|P09327|VILI_HUMAN"	"HUMAN"	0	0	165616.44	156659.64	225444.56	0	211744.28	0	318870.47	0	177786.61	193179.12	88873.79	48947.7
"sp|P09382|LEG1_HUMAN"	"HUMAN"	15529665	15363518	14323060	15577417	14567334	15539327	14690147	16539020	15726323	14513839	14774171	14286933	15559193	14582341
"sp|P09417|DHPR_HUMAN"	"HUMAN"	1664086.5	1566737	1650636.9	1529341.4	1628511.4	1507992.8	1531753	1793235.6	1753638.2	1898050.8	1851131.5	1824131.6	1641817.2	1896234
"sp|P09429|HMGB1_HUMAN"	"HUMAN"	22259266	23051414	22527824	20217272	22774072	24017354	19793196	28029914	26096146	25024752	20081618	23519162	23351962	24986406
"sp|P09493|TPM1_HUMAN"	"HUMAN"	397962.38	319213.84	314910.38	359527.8	351271.28	341254.4	360908.84	305728.22	270944.47	300488.62	319183.2	334215.56	279983.9	300980.97
"sp|P09496|CLCA_HUMAN"	"HUMAN"	785167.75	775974.9	1182685.4	765672.6	1269544.5	103217	1246119.6	1022162.25	1670898.1	2125850.8	1010560.5	1441497.5	782065.5	1462890
"sp|P09497|CLCB_HUMAN"	"HUMAN"	221077.03	312463.03	247625.05	189598.44	127758.27	287988.25	120854.38	332442.38	404949.88	427353.2	245202.4	251401.66	255544.28	226005.19
"sp|P09525|ANXA4_HUMAN"	"HUMAN"	134216.19	145423.03	71794.8	74228.76	47543.09	168365.84	53439.35	28645.133	219398.47	151319.31	100352.68	0	184268.16	152986.4
"sp|P09543|CN37_HUMAN"	"HUMAN"	1497213.2	1479238	1553543.9	1795266.6	1467946.5	1549215.4	1749254.4	1866055.4	1602876.8	1489049.6	1565846.6	1698945.4	1820191	1395319
"sp|P09622|DLDH_HUMAN"	"HUMAN"	13344086	14247087	13630566	12532957	12836821	13436254	13059243	14631763	14465865	14686312	13991149	12967610	13621146	13696380
"sp|P09651|ROA1_HUMAN"	"HUMAN"	124419230	129759080	132494360	125735096	132017910	115442216	130840760	123763416	130651140	133821730	128095190	130299960	120125880	134786660
"sp|P09661|RU2A_HUMAN"	"HUMAN"	1979888.1	2108439	2318779	1732117.5	1839562	1787436.9	2043372.6	2596619.2	2476139	2544596.5	1829766	1976009.2	2335380.5	2141277.8
"sp|P09668|CATH_HUMAN"	"HUMAN"	95468.95	130236.31	144666.08	168652.06	177033.88	126591.69	146898.52	150686.94	156315.88	76693.18	117476.72	91091.1	142928.02	175275.72
"sp|P09669|COX6C_HUMAN"	"HUMAN"	165793.1	131649.28	107922.96	117372.02	161128.62	104094.77	93597.53	201753.08	130827.8	255703.17	107379.586	115930.25	148810.55	131401.95
"sp|P09769|FGR_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P09874|PARP1_HUMAN"	"HUMAN"	27351330	24313056	25805532	30351948	26265400	26603996	26661390	32134046	26965616	31318216	30358044	25968438	29916438	27317016
"sp|P09884|DPOLA_HUMAN"	"HUMAN"	957833.94	2376374.5	1567016.5	1242730.9	418139.16	2339652.2	2162064.2	896261.5	3426904.5	880985.7	680388.1	1008804.6	1871942.5	1749799.4
