"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AA_4.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AB_3.Intensity"	"AB_4.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"AG_3.Intensity"	"AG_4.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BA_4.Intensity"	"BB_1.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BB_4.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"	"BG_3.Intensity"	"BG_4.Intensity"
"sp|O94880|PHF14_HUMAN"	"HUMAN"	9197370	6919602	15088919	0	0	0	53018964	0	19177150	0	2574771.2	0	19329930	50125184	0	11283059	14674013	0	13351985	4980900.5	14965129	19329496	11762567	0
"sp|O94886|CSCL1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|O94888|UBXN7_HUMAN"	"HUMAN"	319808400	157604600	250475710	166128140	303473760	301323650	176318660	159932700	301743940	208060080	283005300	283859170	386884800	259533060	184712900	254938140	218906980	322745380	281885100	159899200	223980260	281266620	209187920	245900300
"sp|O94889|KLH18_HUMAN"	"HUMAN"	20637972	9758235	16414734	18944154	8896918	16962812	0	20614166	10536551	0	9340607	17783240	12715895	14064963	21161772	16012134	4268879.5	16404909	15636400	15633168	8878513	17129390	16935874	19923170
"sp|O94903|PLPHP_HUMAN"	"HUMAN"	158479040	139932530	61461696	103794110	84922840	58212284	195001700	230589230	221532830	185022460	133827980	225705090	248744450	182562260	146700290	116920780	187694540	237795360	157118530	187395330	187980590	362896800	36908980	73554510
"sp|O94905|ERLN2_HUMAN"	"HUMAN"	17042932	199411340	20748456	0	2848020.5	246584350	0	17247064	27836924	15883657	15905723	19262578	20385288	18071648	21121170	46509200	28968484	20337160	24576630	0	29633872	18229172	46826816	17052076
"sp|O94906|PRP6_HUMAN"	"HUMAN"	1293023100	1437116300	1623590000	1448180900	1352340400	1413954400	1436255600	1704949600	1472136400	1597269400	1682214100	1601816700	1565582500	1866452100	1712916700	1540263000	1468501900	1512992600	1167385700	1316663800	1490193300	1654009300	1479702000	1593776300
"sp|O94913|PCF11_HUMAN"	"HUMAN"	26336582	72724936	104735540	76565250	54007496	214486880	134346300	84504740	170406270	245867230	64292216	77163304	118906390	54065350	72623580	66293496	160940340	89447320	59211090	52759580	104912504	127127256	79057740	53746836
"sp|O94915|FRYL_HUMAN"	"HUMAN"	0	1069203	4351519.5	0	1942776.1	1412188.6	0	0	906883.1	5831194	0	0	19329900	0	652923.4	0	3017206.5	7069003	0	0	0	0	4240620	0
"sp|O94916|NFAT5_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	1198882.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|O94925|GLSK_HUMAN"	"HUMAN"	745389800	519803460	841956160	541573700	491901900	580495170	596795970	368805470	474561020	859362700	308086660	224141250	883428600	532880400	918730100	563352100	719537540	882872300	778884000	427980000	880956900	902482050	391614080	550938000
"sp|O94927|HAUS5_HUMAN"	"HUMAN"	22332426	30548076	12908527	137303180	23113526	50996064	22078924	2930629.5	29521798	23611638	0	16914968	67234344	53245164	61510744	51642040	95170050	59526990	134634640	50915836	9691731	60000320	8970101	38673370
"sp|O94964|SOGA1_HUMAN"	"HUMAN"	0	0	0	0	12704957	0	14095315	0	0	0	0	0	0	0	0	7221903	0	0	0	0	0	1779732.8	0	6316760
"sp|O94966|UBP19_HUMAN"	"HUMAN"	0	13507277	6479022.5	15822181	15070437	0	38643140	20877524	7121379	8686458	55545444	0	91093910	30427152	39411360	8577858	33899492	31768258	16152047	1792436.2	45267650	4187169.2	7084098	1193102.8
"sp|O94973|AP2A2_HUMAN"	"HUMAN"	56743896	47011388	69007640	17809808	20407444	27227278	33709340	19537894	125969520	117310130	4557963	14251842	98702456	47159404	141227230	28226344	41173744	58710184	105875704	11723408	39156588	90207890	29303372	65914784
"sp|O94979|SC31A_HUMAN"	"HUMAN"	6349735400	3074798800	6920024000	6826324000	6798354400	2676574500	7441149400	2080413200	2772177400	7089941000	7351662000	2698986800	2979206400	2873647000	2813890600	2243473700	2729352700	2290968000	2556708000	2402675200	2892220400	4459620400	2359160000	2216616400
"sp|O94992|HEXI1_HUMAN"	"HUMAN"	226921660	209460480	192976720	76109140	217263140	74644060	196597900	45208384	252802340	197641680	28266784	65143344	338499000	260892800	105727416	102902420	113856100	256442080	15013311	15821306	231876670	227543600	202720200	70914870
"sp|O95059|RPP14_HUMAN"	"HUMAN"	0	1319409.1	0	0	0	0	0	0	0	0	18642648	14676680	0	0	21014134	0	20173746	0	2419851.5	19300328	0	0	13584996	0
"sp|O95067|CCNB2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	1780086.6	11805691	0	0	0	10870000	0	0	0	0	0	0	0
"sp|O95071|UBR5_HUMAN"	"HUMAN"	348696300	534030430	589619400	268667600	331405900	370334270	614549800	350002370	560343400	505686660	473418530	162753220	782391040	391990200	795389500	536519170	298926100	362905700	376424830	567893440	353357920	801208260	555396350	270827000
"sp|O95081|AGFG2_HUMAN"	"HUMAN"	0	1936109.4	3128897.2	0	2092228.6	5035902.5	0	0	0	6394748.5	0	0	0	0	0	0	4217933.5	1513212.6	0	0	0	0	0	0
"sp|O95104|SCAF4_HUMAN"	"HUMAN"	293399580	367998180	235033360	305119970	392075940	402448900	533932930	340807870	267152020	328473600	268547970	342761660	663472260	294800960	383103900	280113060	384517500	320991680	397052480	339681800	317775600	581420900	231896740	396969920
"sp|O95139|NDUB6_HUMAN"	"HUMAN"	104133680	40326696	74081580	75134070	93629490	166805390	14155281	63708000	88422190	64400984	76622890	43483508	132609500	14757978	84346220	35912440	30884814	83252750	32296446	47958610	31347608	23701588	52595716	56964064
"sp|O95140|MFN2_HUMAN"	"HUMAN"	146016740	167887150	137430770	123169260	186002560	92026060	205676110	143809380	104706610	122402616	196867760	111999640	72278630	134973380	213072740	159094640	124515600	102342296	96217890	168619100	175785900	178680270	197548020	226798500
"sp|O95149|SPN1_HUMAN"	"HUMAN"	664259.8	13641000	2334144.2	1344145.5	0	1096843.1	32379930	18211346	3047982.2	16239556	0	0	18236466	56356956	51108984	14579412	17637208	29232324	0	20846290	22417190	52338010	57076030	24636620
"sp|O95155|UBE4B_HUMAN"	"HUMAN"	46855716	268172480	118652350	53380140	229284320	90007784	122661350	0	279894620	49708304	111241020	66253284	82719420	73865530	130529960	254972640	105081656	66223800	99445040	78974640	130773890	237009650	86714000	69637520
"sp|O95159|ZFPL1_HUMAN"	"HUMAN"	175332200	198862430	116898560	53790036	257200160	190443150	163223970	143789890	269567550	168531580	107054540	58609370	178299840	116103544	116774456	49205970	162556340	42702796	43132852	0	137056370	179812290	110268930	125574160
"sp|O95163|ELP1_HUMAN"	"HUMAN"	564896260	700458300	915416770	768213060	956410900	904502700	762072800	563125760	688980000	654296600	449635260	814476160	1203272200	932185100	1107808500	1280029300	835992770	1516716800	433611900	701655600	830663550	1194445400	684637760	893938300
"sp|O95167|NDUA3_HUMAN"	"HUMAN"	21950204	0	62130096	0	0	0	0	36515100	0	0	36599988	54800820	33224856	17397812	48034944	0	33016316	0	16687467	0	0	51426676	0	0
"sp|O95168|NDUB4_HUMAN"	"HUMAN"	81730216	0	0	50206748	79597304	0	50619052	0	103569464	63395970	0	0	49531596	4075423.2	77901390	55459780	27702748	45175384	47013730	0	112835864	73810640	0	0
"sp|O95169|NDUB8_HUMAN"	"HUMAN"	0	10091722	15826225	0	0	8289464	7375079.5	0	0	11788964	0	0	3785111	11765079	17661184	0	6582120	17765136	3588309.2	0	14179120	11806054	0	1980741.8
"sp|O95182|NDUA7_HUMAN"	"HUMAN"	97454100	162479070	184892420	81055650	122093460	77938800	402581250	48444972	136733860	67512690	91129640	29195848	113942220	202803000	156015870	313540380	91837250	228538450	72653144	144462980	124662104	201875380	80070100	160629070
"sp|O95197|RTN3_HUMAN"	"HUMAN"	473509200	395042080	331779230	352168500	338747040	308353600	465933340	294893020	361055650	311155300	295724540	360820900	398475970	357072800	359864600	371256420	369969380	39142096	302026720	410710980	356104700	364197220	390623400	354351500
"sp|O95202|LETM1_HUMAN"	"HUMAN"	1253992600	1317579400	2038934000	2410499000	1840872700	1646232700	1829073200	2157150500	1891134000	1399334700	1909802200	1736306300	2389950000	1707196200	1477032000	1848990600	1880448800	1739635700	1584412700	1446640900	1574182400	1551416000	1691795200	1751607300
"sp|O95208|EPN2_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	2796566.2	0	0	0	0	3901133.8	0	0	0	0	0	1522758.1	4183597.2	0	4563851
"sp|O95218|ZRAB2_HUMAN"	"HUMAN"	1294572400	1071711500	1340862000	1103152400	1395231200	1038659300	1327711000	1244804100	1302290200	1316053400	1149996800	1213407900	1287360400	1381589000	1202961400	1342932500	931045250	1261663200	1245171000	1159754600	1285165400	1314996600	1284506000	881692400
"sp|O95219|SNX4_HUMAN"	"HUMAN"	116596510	94641680	0	0	11674249	12487518	0	0	0	0	4546387	5876793.5	0	0	0	0	13738540	8046045.5	0	3309056.2	0	0	0	4456019.5
"sp|O95229|ZWINT_HUMAN"	"HUMAN"	44321132	23563736	83270690	1756686800	50919004	24952104	1668644600	1854252400	23524808	58731836	2065474300	39375932	63041616	37161640	39789584	61839748	23489050	53155590	2184462300	1805284600	29399902	2022519000	28875830	1673966000
"sp|O95232|LC7L3_HUMAN"	"HUMAN"	1278101000	1419786100	2200606200	1536483500	912557900	1491939100	1763790600	1561514100	1323970400	1532939900	1568025500	1494090500	1643668500	1433884400	2598555000	1971656000	1368645000	1597061500	1799720000	1772702700	1303557600	1615689200	1562730500	1449551900
"sp|O95235|KI20A_HUMAN"	"HUMAN"	2657498	1436429.4	7358721.5	9140402	6389394	0	14294145	12485774	0	954866240	949021200	23058728	9928467	841779500	32461044	30424544	52815970	21996580	888089900	32620694	44736516	17475430	843554200	907086850
"sp|O95239|KIF4A_HUMAN"	"HUMAN"	272074720	404069760	360757440	106472536	490305570	367435520	218866660	318766720	476298560	502344450	317848400	282004480	432698340	288925280	435066700	227336560	321573020	390070200	315129500	340221500	223349920	310569900	414163500	359210620
"sp|O95249|GOSR1_HUMAN"	"HUMAN"	39725016	23355528	13110029	0	10336261	14290018	0	29408730	10652122	35208720	12001739	14976300	28750098	0	21483370	34371444	18304332	0	0	8129161.5	21658836	58420050	8903680	75990670
"sp|O95251|KAT7_HUMAN"	"HUMAN"	6042992	29245978	0	81445944	81276320	0	128998030	100077530	0	86586190	164457710	105981650	0	79371160	85346904	88602860	74018824	0	47187024	87773490	50552332	95634540	83187760	0
"sp|O95260|ATE1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|O95273|CCDB1_HUMAN"	"HUMAN"	30007282	18395234	0	1304257.9	127233090	0	0	169467540	25685872	5215587	0	0	11228240	0	14393724	0	12556784	10326828	3340078.2	0	25772704	25252816	0	26966850
"sp|O95292|VAPB_HUMAN"	"HUMAN"	273260830	0	115403110	136403950	181688540	171099550	214058940	111085176	0	134899340	117092590	113188360	0	170187550	164702270	189840200	65206110	190102100	115685090	92940580	28398792	143582880	180179200	0
"sp|O95295|SNAPN_HUMAN"	"HUMAN"	31009076	36478890	59944270	68701576	39161724	44415230	70676530	61821290	39847124	42838224	49658650	65976070	60999130	66632416	79723430	58171710	69801460	120183550	54254500	23275690	68951220	46839590	57720628	75129816
"sp|O95297|MPZL1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	13892883	0	0	0	0	0	0	0	7700498	0	0	0
"sp|O95298|NDUC2_HUMAN"	"HUMAN"	66349510	10502747	0	9632923	26255656	11727459	0	10334411	127149630	18579606	28224500	9461242	27265740	11852717	26667530	26859286	48902836	22888882	26734648	31772138	27489156	28789100	69222580	41848976
"sp|O95299|NDUAA_HUMAN"	"HUMAN"	120322710	195404370	151563000	126979280	170815250	142270830	149711550	159291280	188492580	251229310	130698180	134447300	117519460	116987320	106361840	280654180	173165170	102621010	170141580	150533760	120695450	111627384	115855460	163224260
"sp|O95319|CELF2_HUMAN"	"HUMAN"	47381450	58216844	42142404	0	76639440	50295124	71390770	50568930	39203464	34367660	18381602	16956218	48700690	56292692	59897464	50204960	55179756	55157756	17440000	43100692	61541110	58100348	58584010	60118424
"sp|O95336|6PGL_HUMAN"	"HUMAN"	851589900	871780500	619935100	781144400	860645600	695959900	773529400	680475100	905413500	937991040	711529860	903670460	1205115800	1036541200	928170900	796918500	1126880600	891901250	877674240	738896260	966333500	976652900	801531500	756739300
"sp|O95347|SMC2_HUMAN"	"HUMAN"	1713127700	1694479600	4443079000	4472911400	1972116900	4983354000	1789794700	1556012200	1254404500	2056940700	1553326500	1643007400	4314108000	1498833700	2282777000	1195149800	4155664400	2065967400	2103749200	1627444200	1324835500	2214222600	2056448000	1099593200
"sp|O95352|ATG7_HUMAN"	"HUMAN"	1738790.6	0	85564160	0	60999156	0	11699159	10149467	0	6111094	0	0	106126090	3608995.2	0	0	5995018	6534592.5	6291759	0	5476609.5	11175682	11195381	0
"sp|O95363|SYFM_HUMAN"	"HUMAN"	0	0	0	4593366	0	0	0	1595532.4	0	0	0	2284733.2	5794809.5	0	0	3744078.5	12791672	0	0	2850328.2	11819045	5667617	0	4249525
"sp|O95365|ZBT7A_HUMAN"	"HUMAN"	0	3937750.8	5434740	0	0	11648863	20377064	0	0	0	4643477	3417432.2	0	8773895	28251860	0	0	19351486	0	15396066	3278256.5	28216030	14988697	16707057
"sp|O95372|LYPA2_HUMAN"	"HUMAN"	257271710	396072260	227367310	352437820	446485470	336367230	500833300	333477300	266292960	326740100	352067460	179693400	415162700	375688480	186651940	312864640	238013660	414451300	330906980	186586960	330695460	356846820	187046560	262868340
"sp|O95373|IPO7_HUMAN"	"HUMAN"	2649170400	2341156900	3051510300	3324601000	2821704400	3118393600	3013027300	3704945000	2636098000	3049288700	3067270000	3208175000	4393374000	3594361300	3373157400	4082066000	2904398300	3548045800	3617707500	2581200400	2685672000	3501605000	3176654000	2702371000
"sp|O95376|ARI2_HUMAN"	"HUMAN"	43979016	30369968	21332836	33184102	31849964	20235402	35470500	23388928	30204872	0	16795764	27923752	28648952	20555362	32155166	24842284	40702550	32463410	22834072	23840262	26813710	26591012	29927050	36654544
"sp|O95379|TFIP8_HUMAN"	"HUMAN"	9814777	14561045	0	0	0	10468119	0	0	6991986.5	10462214	2265121.2	0	2189179.2	16483673	0	0	9023150	0	15439657	0	12869245	13002623	0	0
"sp|O95391|SLU7_HUMAN"	"HUMAN"	0	22534838	15620972	29161902	32859624	21067910	11587561	0	117881350	91171420	27430610	13744917	92908170	0	5107798.5	48291540	0	16507247	0	29105910	21226154	36854708	61990256	26977374
"sp|O95394|AGM1_HUMAN"	"HUMAN"	615353340	574003650	690027650	691350400	552104260	774675000	1010764740	944554200	689459650	849594000	692922940	543121800	823769800	763308600	690830340	867465900	702723460	649849400	768564350	1017888600	423215070	818493400	890926100	619748740
"sp|O95396|MOCS3_HUMAN"	"HUMAN"	0	0	0	0	0	1321028.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|O95400|CD2B2_HUMAN"	"HUMAN"	198175900	158547040	4423415300	152193380	179587220	114974776	4786489000	151729310	3118256600	3961025000	4080669400	161572660	326484450	153055760	118932940	101645704	113501780	141001060	0	35684388	158929860	2024914600	94391464	65690070
"sp|O95429|BAG4_HUMAN"	"HUMAN"	183780620	0	44875550	934174340	0	27915112	39846704	15056073	11221876	27571698	35903290	30809130	0	39398110	39744130	62355200	1832171.8	0	158067060	170949170	0	0	195858540	17016826
"sp|O95433|AHSA1_HUMAN"	"HUMAN"	2040174500	2405950200	1948295300	2277964800	2063085200	2026549500	1901559300	2285653000	2122899500	2139528800	2258536400	1924037900	3103789800	2050932900	2230633700	2242064600	1726325000	2129178400	1683705600	2294163000	2193339600	2266815700	2269177900	1946975600
"sp|O95453|PARN_HUMAN"	"HUMAN"	191302020	335492100	415703500	220935710	298393120	288544350	521641600	453025820	264273740	3186931200	489361280	3267533300	4715507000	51737892	318074050	179895070	3273164500	379296480	151722770	3344842500	318950600	3093350100	474165300	327204830
"sp|O95456|PSMG1_HUMAN"	"HUMAN"	731420600	622273540	841698400	952781060	866590300	904898300	792443650	973676540	779232830	904831500	829903940	770785700	1135973200	899839800	910375200	983289000	904035260	887914700	945446900	700716600	808464400	914965000	957526850	549069440
"sp|O95466|FMNL1_HUMAN"	"HUMAN"	2836854.2	0	4823288.5	0	0	5200238	5489605	0	0	0	0	0	3515426.2	0	4944695	0	3314091.5	0	4987475	0	0	4533375	4556919	0
"sp|O95478|NSA2_HUMAN"	"HUMAN"	429339460	339415840	466836320	323246140	564686900	430867900	531035500	314596220	582391100	607056000	288180600	393658600	726902900	395328200	498626800	455947780	399633440	389247800	251815000	432998660	202914830	437657600	378099000	314160740
"sp|O95486|SC24A_HUMAN"	"HUMAN"	176240080	130678580	169485230	132762930	189326880	201850690	136975440	143957860	153452930	172001700	148532660	117512340	349661820	182860460	159797260	247851070	130530904	83217460	116307020	179933800	85347550	246525150	159858540	150406780
"sp|O95487|SC24B_HUMAN"	"HUMAN"	84626400	136426510	176673470	173620370	113850620	63734140	218972720	157895890	99539144	125117170	145032380	169642940	107934890	135849650	207558240	172249710	137327140	106868280	98683896	123633870	163975490	154741570	195053150	223651740
"sp|O95544|NADK_HUMAN"	"HUMAN"	0	0	40203276	32354164	33174302	0	149992000	22508560	43695188	30457584	0	36329884	0	35969460	0	25141798	48002800	16904474	0	0	36865844	38715344	0	0
"sp|O95551|TYDP2_HUMAN"	"HUMAN"	51508940	57511280	124749096	171323260	60734310	78328090	177934660	73376420	60924520	175206270	211873950	193277810	104673900	111166880	53910430	181399890	14632626	63636480	53658584	55980144	52855690	147581780	30600386	110245850
"sp|O95563|MPC2_HUMAN"	"HUMAN"	440575230	143311340	151228260	152030580	345599300	101975920	201699490	86551210	147857700	157801860	121825500	99875770	442840640	146106930	161761550	97305500	87094860	59676870	135371040	104378030	63645424	123363260	141524700	176625760
"sp|O95573|ACSL3_HUMAN"	"HUMAN"	26290476	10351139	7416909.5	4467714.5	14004636	24665670	18748224	7866981	25395744	44714148	0	6952642.5	11544230	0	39900700	0	33209526	45433384	1152897.9	5328610	31133016	40757104	0	15307636
"sp|O95602|RPA1_HUMAN"	"HUMAN"	270858200	380767100	439521340	388378430	446532380	414009760	471822180	290204000	337864400	390659700	301913400	308506980	335655840	354608480	442716060	367395170	310920930	266230510	369472600	308975740	251225660	495129760	434916450	329815100
"sp|O95613|PCNT_HUMAN"	"HUMAN"	0	0	5508362	0	0	0	0	0	1472795.8	0	0	0	13673888	0	0	4541430.5	0	3635905.8	0	0	3071905.2	18200420	0	0
"sp|O95619|YETS4_HUMAN"	"HUMAN"	0	0	43352776	21856940	9091578	0	0	21732734	4403536	12541916	18048342	48767788	7014288	24896600	0	45202904	0	0	17511566	77928320	0	32553104	0	17648460
"sp|O95628|CNOT4_HUMAN"	"HUMAN"	2516874.2	20827540	100526530	161803330	6106453	21837788	5416535	0	15843440	110845640	0	0	44976600	65878424	66046664	3342112.2	71737850	13659276	76576580	0	61702616	72332584	704023.4	0
"sp|O95630|STABP_HUMAN"	"HUMAN"	46731024	33557176	121521930	136723790	53310480	70318840	181472300	158564740	50608190	46813456	119798140	98213910	96254240	75744960	144238740	142218980	57368916	214928340	131289090	121179870	141516770	220337730	102349910	46844790
"sp|O95639|CPSF4_HUMAN"	"HUMAN"	673882750	548033700	679112400	529393820	451838850	276172160	340432160	346324500	696701250	446652700	453160740	265410400	789168260	589108700	731035700	257043940	291443200	433574700	727161400	342073950	449397000	473711500	392281660	287939840
"sp|O95671|ASML_HUMAN"	"HUMAN"	43142104	30786852	37470500	41978932	39860770	46915990	53973708	45443370	44931356	40535880	39212680	45037908	39910104	38124216	38830136	50548064	41644520	40275304	41171184	41844068	54788864	54565456	33139350	44034096
"sp|O95684|CEP43_HUMAN"	"HUMAN"	198135860	115968510	270237630	349031800	345194050	191086660	144386180	245072240	214589220	303632670	285393000	184852750	217321840	141800130	221411420	320327600	133118230	206035950	67940670	173294690	180089840	216140480	246674110	290851650
"sp|O95696|BRD1_HUMAN"	"HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2993586.2	0	0	0	2882312.8	3814193	0	0
"sp|O95707|RPP29_HUMAN"	"HUMAN"	0	0	8147353	0	0	15948032	0	0	0	0	0	0	8336656.5	0	0	0	11965790	6453352.5	11507981	0	5676468.5	15309416	0	0
"sp|O95714|HERC2_HUMAN"	"HUMAN"	6565027.5	10653070	11151547	0	0	64659476	9679164	0	39196096	139869680	10278002	3924214.8	248842750	10893170	11067410	0	158817250	11483601	0	7561019.5	12800612	1399868300	70564560	8107146.5
"sp|O95721|SNP29_HUMAN"	"HUMAN"	1369347200	1168380300	1169391700	1332673400	1163739500	1299940000	1246046800	1028800500	1374331300	1270637000	953754700	803654600	1636535800	1270665900	1289195100	1107446000	1221920500	1191129500	949866600	870677000	1000737000	1162308400	798857400	982313660
